trial_nr,protocol,article_id,title,web_url,protocol_published_original_column,study_type_pilot,pooled_analysis,post_hoc_secondary_analysis,discipline,continent,sample_size,cci_mismatch_analysis,cd_cci_reported_in_results,cci_modification,specification_of_modification,primary_outcome_significant,statistically_significant_difference_for_cci,between_group_difference_of_cci_12,between_group_difference_of_cci,mean_or_median_used,significance_considered,conclusion_of_authors,protocol_published,study_must_be_excluded,exclusion_reason,comments,comments_2,doi,publication_year,cci_ep,cci_1st_ep,cci_2nd_ep,cci_expl_ep,ss_calculation,cci_used_for_ss_calculation,specification_of_ss_calculation,study_type_mentioned,type_of_study_sup_non_inf,non_inf_margin,definition_of_non_inf_margin
NCT03862612,Protocol,9680,"Comparing erector spinae plane block with serratus anterior plane block for minimally invasive thoracic surgery: a randomised clinical trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087790131&doi=10.1016%2fj.bja.2020.06.020&partnerID=40&md5=0dea145d96cc0b677483e48257f8aa22
",NA,Not pilot study,No,No,"ICU,Anesthesiology",Europe,60,NA,NA,No,na,Yes,Yes,No,3,Median,NA,NA,"No protocol,registry",No,NA, ,NA,https://clinicaltrials.gov/study/NCT03862612,2019,CCI not an endpoint,No,No,No,Yes,NA,Not mentioned,No,NA,NA,NA
NCT04370951,Protocol,9681,"A randomised trial of bilateral erector spinae plane block vs. no block for thoracolumbar decompressive spinal surgery
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104511967&doi=10.1111%2fanae.15488&partnerID=40&md5=333d0a284b4b86318352ac38bf63be3f
",NA,Not pilot study,No,No,"ICU,Anesthesiology",Europe,60,NA,NA,No,na,Yes,No,No,0,Median,NA,NA,"No protocol,registry",No,NA,NA,NA,https://clinicaltrials.gov/study/NCT04370951?tab=table&a=1,2020,CCI not an endpoint,No,No,No,Yes,No,"Proposed sample size The established minimum clinically important difference in QoR-15 is 8.0 and the SD of QoR-15 scores after major surgery is in the order of 10 [range of QoR score is 1-150]. Therefore, assuming Type I error = 0.05 and Type II error = 0.2 (80% power to detect this difference), then n=25 patients needed in each group.",No,NA,NA,NA
na,Protocol,9717,"Multimodal Prehabilitation for Lung Cancer Surgery: A Randomized Controlled Trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103194324&doi=10.1016%2fj.athoracsur.2020.11.022&partnerID=40&md5=eca2140e1f3cb660e1ee9e61f06d155c
",NA,Not pilot study,No,No,"ICU,Anesthesiology",North America,124,NA,NA,No,na,No,No,No,0,Median,NA,NA,"No protocol,registry",No,NA,NA,NA,https://clinicaltrials.gov/study/NCT02938104?tab=table#outcome-measures,2016,CCI not an endpoint,No,No,No,Yes,NA,Not mentioned,No,NA,NA,NA
NCT05401188,Protocol,9962,"Outpatient management of acute uncomplicated appendicitis after laparoscopic appendectomy: a randomized controlled trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142422003&doi=10.1186%2fs13017-022-00465-5&partnerID=40&md5=a88c6c0622ba32a93129201c47a915c0
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,97,NA,NA,No,na,Yes,Yes,No,1.14,NA,NA,NA,"No protocol,registry",No,NA, ,NA,https://clinicaltrials.gov/study/NCT05401188,2022,CCI not an endpoint,No,No,No,Yes,NA,Not mentioned,No,NA,NA,NA
na,Protocol,9963,"Randomised clinical trial to test the phenolization in sacrococcygeal pilonidal disease
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147268430&doi=10.1111%2fiwj.14096&partnerID=40&md5=ebfaa00934d156121921fc131e538edb
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,124,NA,NA,No,na,No,Yes,No,1.14,NA,NA,NA,"No protocol,registry",No,NA,NA,NA,https://ctv.veeva.com/study/clinical-trial-to-test-the-phenolization-in-sacrococcygeal-pilonidal-disease,2021,CCI not an endpoint,No,No,No,Yes,NA,Not mentioned,No,NA,NA,NA
NCT01865071,Protocol,9984,"Early versus late reversal of diverting loop ileostomy in rectal cancer surgery: a multicentre randomized controlled trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152100678&doi=10.1038%2fs41598-023-33006-4&partnerID=40&md5=0f93a5ca24dce164816a96f67df18d43
",NA,Not pilot study,No,No,Other disciplines with invasive procedures,Europe,2141,"90-d mortality, did not mention it in RCT results (2 deaths in table)",Yes,No,na,No,No,No,0.9,NA,NA,Neutral,"No protocol,registry",No,NA," protocol: RATE of complications as primary EP, in study morbidity measured by CCI",NA,https://clinicaltrials.gov/study/NCT01865071,2012,CCI not an endpoint,No,No,No,Yes,NA,Not mentioned,No,NA,NA,NA
ACTRN12618001261202,Protocol,10101,"Impact of STIMUlant and osmotic LAXatives (STIMULAX trial) on gastrointestinal recovery after colorectal surgery: randomized clinical trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107420132&doi=10.1093%2fbjs%2fznab140&partnerID=40&md5=368cb0bb247920bd8c438d1a78407067
",NA,Not pilot study,No,No,Abdominal Surgery,Australia/ New Zealand,170,NA,NA,No,1,Yes,No,Yes,12.2,Median,NA,NA,"No protocol,registry",No,NA, ,NA,https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=375650,2018,CCI not an endpoint,No,No,No,Yes,No,"The a priori power calculation was carried out using G*Power 3.1 based on best available published data (ALCCaS Trial) which showed the mean duration of POI (duration prior to first bowel motion) following elective colorectal surgery to be 4.65 days (SD 2.15). It was estimated that if therapeutically active, stimulant and osmotic laxatives may be reasonably expected to reduce the mean duration of POI by one day to 3.65 days. A reduction from 4.65 to 3.65 days would also represent a shift which would be clinically significant in practice. Using a two-tailed independent-samples t-test for the difference between two unpaired means with an alpha-error of 0.05, beta-error of 0.2, and power of 0.8 it was determined that to detect a 22% difference (which is equivalent to a reduction of a day) in duration of POI between groups with an allocation ratio of 1:1, 64 patients would be required in each arm. It was anticipated some participants may be excluded from analysis after administration of study medication or during the process of the study due to varied reasons and thus a recruitment target of 77 patients in each arm was therefore set.",No,NA,NA,NA
NL5946,Protocol,10427,"2 days versus 5 days of postoperative antibiotics for complex appendicitis: a pragmatic, open-label, multicentre, non-inferiority randomised trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147372513&doi=10.1016%2fS0140-6736%2822%2902588-0&partnerID=40&md5=c98423d202ae465195d329adf568434d
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,1066,NA,NA,No,na,Yes,No,No,0,Median,NA,NA,Protocol published,No,NA,non-inferiority,NA,https://link.springer.com/article/10.1186/s13063-018-2629-0,2018,CCI non-primary endpoint,No,Yes,No,Yes,No,"A power analysis was performed based on a one-sided 97.5% confidence interval for the effect of study arm (intervention or control), an expected 15% primary endpoint rate and a 7.5% non-inferiority margin. To obtain a power of 90%, 960 patients are needed (480 per treatment arm). To account for possible effects of dropout and missing data (10%) we will recruit 1066 patients. This sample size should also yield sufficient power for the analysis of secondary endpoints.",Yes,Non-inferiority trial (explicited),Yes,The non-inferiority margin for the difference in the primary endpoint rate is set at 7.5% (one-sided test at ɑ 0.025). Both per-protocol and intention-to-treat analyses will be performed.
NCT01287637,Protocol,10575,"Early closure of a temporary ileostomy in patients with rectal cancer: A multicenter randomized controlled trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975468328&doi=10.1097%2fSLA.0000000000001829&partnerID=40&md5=d7d13decbce6e0745a3ab4a51d7c36c7
",NA,Not pilot study,No,No,Gastroenterology,Europe,127,NA,NA,No,na,NA,Yes,Yes,15.7,Median,NA,NA,Protocol published,No,NA,NA,NA,https://pmc.ncbi.nlm.nih.gov/articles/PMC3191573/,2011,CCI not an endpoint,No,No,No,Yes,No,"The sample size estimation is based on data from a randomised trial with a similar case-mix, although complications were not described in detail and did not discern the severity of the complication.36 This study showed a complication rate of 38% in patients, whose ileostomy was reverted later. With the differences in describing the main outcome in mind, we propose a conservative assumption of 30% complications in the control group and 10% in the intervention group, a power of 80% and a significance level of 5%. This gives a needed total sample of 144 patients (72 in each group). We have chosen to include 100 patients in each group.",No,NA,NA,NA
NCT03055676,Protocol,10595,"Early Drain Removal is Safe in Patients With Low or Intermediate Risk of Pancreatic Fistula After Pancreaticoduodenectomy: A Multicenter, Randomized Controlled Trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118335868&doi=10.1097%2fSLA.0000000000004992&partnerID=40&md5=eb7aa9a311cc6a04f68d8ab055315f2c
",NA,Not pilot study,No,No,Abdominal Surgery,Asia,312,NA,NA,No,na,No,No,No,0,Median,NA,NA,"No protocol,registry",No,NA,NA,NA,https://www.clinicaltrials.gov/study/NCT03055676,2017,CCI non-primary endpoint,No,Yes,No,Yes,NA,Not mentioned,No,NA,NA,NA
NCT03124641,Protocol,10627,"Hypothermic Oxygenated Machine Perfusion Reduces Early Allograft Injury and Improves Post-transplant Outcomes in Extended Criteria Donation Liver Transplantation From Donation After Brain Death: Results From a Multicenter Randomized Controlled Trial (HOPE ECD-DBD)
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115796310&doi=10.1097%2fSLA.0000000000005110&partnerID=40&md5=af5c5c79c0dca414c58beb9dd4700057
",NA,Not pilot study,No,No,Transplant,Europe,46,NA,NA,No,na,Yes,Yes,Yes,20,Median,NA,NA,Protocol published,No,NA,NA,NA,https://bmjopen.bmj.com/content/7/10/e017558?cpetoc=&itm_content=consumer&itm_medium=cpc&itm_source=trendmd&itm_term=0-A&itm_campaign=bmjo,2017,CCI non-primary endpoint,No,Yes,No,Yes,No,"A sample size of 23 patients per group (Σn=46) was calculated with the G*Power software (Heinrich-Heine-University, Düsseldorf, Germany) using the following settings: α=0.05; 1-β(power)=0.8; two-sided t-test, including 15% drop-out and invalid data; peak AST and ALT levels 48 hours post-transplantation. Power calculation was performed based on the previous data from Guarrera et al.22 A reduction of 65% (AST)–59% (ALT) is expected in the mean peak transaminase levels following machine perfusion treatment (peak AST: MP, 1154±355.5 SD IU/mL, CCS, 3339±3376.90.1 SD IU/mL; peak ALT: MP, 560.0±355.5 SD IU/mL, CCS, 1358±1208.4 SD IU/mL).22",No,NA,NA,NA
NCT01694238,Protocol,10724,"Methods of Colostomy Construction: No Effect on Parastomal Hernia Rate: Results from Stoma-const - A Randomized Controlled Trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088789395&doi=10.1097%2fSLA.0000000000003843&partnerID=40&md5=cf04ce8974639cdecbc96300d7bc6732
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,209,NA,NA,No,na,No,NA,No,4.3,Median,NA,NA,"No protocol,registry",No,NA,NA,NA,https://www.clinicaltrials.gov/study/NCT01694238,2012,CCI not an endpoint,No,No,No,Yes,NA,Not mentioned,No,NA,NA,NA
 NCT037812016,Protocol,11250,"Negative-pressure wound therapy after stoma reversal in colorectal surgery: a randomized controlled trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122772030&doi=10.1093%2fbjsopen%2fzrab116&partnerID=40&md5=1e451385bb7fb04afa4d2bef750d73d2
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,100,NA,NA,Yes,"CCI, CCI for patients with complications",No,NA,NA,NA,NA,NA,NA,Protocol unpublished,No,NA,NA,NA,supplemental content of results paper,2018,CCI not an endpoint,No,No,No,Yes,No,"The incidence of wound complications and infections among patients undergoing stoma closure is estimated of about 33% [23-26]. Previous studies on the use of NPWT devices in colorectal surgery, reported a reduction of closed wound complications by 65-70% [27, 28]. A sample size of 94 patients, including 47 patients per arm, is needed to achieve 80% power with α equal to 0.05, considering a reduction of wound complications by 70% in the interventional arm. The sample size will be increased to 100 patients- 50 per arm- estimating a 5% lost to follow-up.",No,NA,NA,NA
ISRCTN02466810,Protocol,11372,"Pre-operative oral nutritional supplementation with dietary advice versus dietary advice alone in weight-losing patients with colorectal cancer: single-blind randomized controlled trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010868174&doi=10.1002%2fjcsm.12170&partnerID=40&md5=1b6e4ce94ae4e0e8cce0613372c49c4c
",NA,Not pilot study,No,No,Other disciplines with invasive procedures,Europe,101,NA,NA,No,na,Yes,No,No,0,Median,NA,NA,"No protocol,registry",No,NA,NA,NA,https://www.isrctn.com/ISRCTN02466810,2011,CCI not an endpoint,No,No,No,Yes,NA,Not mentioned,No,NA,NA,NA
 NCT03963427,Protocol,11441,"Early complications in delayed breast reconstruction: A prospective, randomized study comparing different reconstructive methods in radiated and non-radiated patients
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089449670&doi=10.1016%2fj.ejso.2020.07.010&partnerID=40&md5=d8f9e082dbeddb773b3da4b05798c5bb
",NA,Not pilot study,No,No,Other disciplines with invasive procedures,Europe,150,NA,Yes,No,na,No,No,No,4.6,Median,NA,NA,"No protocol,registry",No,NA,CCI is not the primary EP of this study,NA,https://clinicaltrials.gov/study/NCT03963427?term=NCT03963427&rank=1,2019,CCI not an endpoint,No,No,No,Yes,NA,Not mentioned,No,NA,NA,NA
 ISRCTN33682933,Protocol,11525,"Immediate versus postponed intervention for infected necrotizing pancreatitis
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116889505&doi=10.1056%2fNEJMoa2100826&partnerID=40&md5=ea59e6ce9fef86509a7a0ee93bfed966
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,104,NA,Yes,No,na,No,No,No,1,Mean,NA,Neutral,Protocol published,No,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31023380/,2019,CCI primary endpoint,Yes,No,No,Yes,Yes,"The sample size was calculated based on the primary endpoint, the CCI. A mean CCI score of 40 (with standard deviation of 27) for postponed catheter drainage is based on the number of complications identified in the step-up arm of the PANTER trial [3] and TENSION trial [9]. Analysis by Student’s t test will have 80% power to detect a clinically relevant reduction of 15 to a CCI score of 25 [21] at a significance level of 0.05; for a sample size that equals 2 × 51, this will result in 102 evaluable patients. Assuming a dropout rate of about 2%, then 104 patients need to be included. A drop-out rate of 2% is relatively low, but was chosen from experience with other trials in our study group including patients with necrotizing pancreatitis, in which no there was no loss to follow-up or drop-outs [3, 9].",Yes,Superiority trial (explicited),NA,NA
NCT02667860,Protocol,11623,"Randomized clinical trial of intracorporeal versus extracorporeal anastomosis in laparoscopic right colectomy (IEA trial)
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077028798&doi=10.1002%2fbjs.11389&partnerID=40&md5=6c7ad98ac973f8879597b44aa28d7d7c
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,140,NA,NA,No,1,No,Yes,No,5.9,Mean,NA,NA,"No protocol,registry",No,NA,NA,NA,https://clinicaltrials.gov/study/NCT02667860,2016,CCI not an endpoint,No,No,No,Yes,NA,Not mentioned,No,NA,NA,NA
NTR4032,Protocol,11811,"Effects of Community-based Exercise Prehabilitation for Patients Scheduled for Colorectal Surgery With High Risk for Postoperative Complications: Results of a Randomized Clinical Trial
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123182495&doi=10.1097%2fSLA.0000000000004702&partnerID=40&md5=9b3468448ff5224e6217a0c05ebec8f8
",NA,Not pilot study,No,No,Abdominal Surgery,Europe,57,NA,NA,No,na,Yes,No,No,1.1,Mean,NA,NA,Protocol published,No,NA,NA,NA,https://link.springer.com/article/10.1186/s12876-018-0754-6,2018,CCI not an endpoint,No,No,No,Yes,No,"Nowadays, there is 33% 30-day morbidity and 3.8% 30-day mortality in patients undergoing colorectal surgery in the Netherlands [3, 78]. We expect the high-risk group (patients with a VAT < 11 mL/kg/min) to have a morbidity rate of 50%. Dunne et al. stated that a 10% improvement in cardiorespiratory fitness would move 30% of the patients from high to low operative risk [25, 28]. Robinson et al. [34] showed that 21% of the non-frail colorectal patients had a postoperative complication, versus 40% in the pre-frail group and 58% in frail patients. We hypothesized a complication rate of 20% in the prehabilitation group.",No,NA,NA,NA
NCT01452256,Protocol,11917,"Which anesthesia regimen is best to reduce morbidity and mortality in lung surgery?
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969612661&doi=10.1097%2fALN.0000000000001164&partnerID=40&md5=fa3ce15402281d5f699491a20cc42cd0
",NA,Not pilot study,No,No,Other disciplines with invasive procedures,Europe,460,NA,NA,No,na,No,No,No,3.4,Median,NA,NA,"No protocol,registry",No,NA,NA,NA,https://clinicaltrials.gov/study/NCT01452256,2011,CCI not an endpoint,No,No,No,Yes,NA,Not mentioned,No,NA,NA,NA
UMIN000017608,Protocol,12282,"Drain Placement after Uncomplicated Hepatic Resection Increases Severe Postoperative Complication Rate: A Japanese Multi-institutional Randomized Controlled Trial (ND-trial)
","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099721389&doi=10.1097%2fSLA.0000000000004051&partnerID=40&md5=7616d9857fc016d1b770d2d3aa9bd9d8
",NA,Not pilot study,No,No,Abdominal Surgery,Asia,405,NA,NA,Yes,CD: JCOG-Clavien-CTCAE v 2.0,Yes,NA,NA,NA,NA,NA,NA,"No protocol,registry",No,NA,NA,NA,https://center6.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000020410,2018,CCI not an endpoint,No,No,No,Yes,NA,Not mentioned,No,NA,NA,NA
NCT02502760,Protocol,added1,"Effect of Multimodal Prehabilitation vs Postoperative Rehabilitation on 30-Day Postoperative Complications for Frail Patients Undergoing Resection of Colorectal Cancer
A Randomized Clinical Trial",NA,NA,Not pilot study,No,No,Abdominal Surgery,North America,120,NA,Yes,No,na,No,No,No,3.2,Mean,NA,Neutral,Protocol unpublished,No,NA,NA,NA,protocol in supplement 1 of original paper,NA,CCI primary endpoint,Yes,No,No,Yes,Yes,"Sample!size!requirement!for!this!trial!was!estimated!for!an!α!level!of!0.05!and!90%!power!to! detect!a!10!point!difference!in!the!CCI!scale!between!groups.!This!difference!of!10!points!is! considered!clinically!relevant!as!it!reflects!1Pgrade!difference!in!the!ClavienPDindo!classification.! In!a!previous!work!(49)!at!the!MGH!and!JGH!the!mean!CCI!was!10.45!(SD!15.8).!Based!on!these! estimates,!a!sample!of!60!participants!per!group!is!considered!sufficient!for!our!analysis!and! accounts!for!a!possible!increase!in!data!variance.!Assuming!that!396!patients!(66%!of!the!total! 600)!diagnosed!with!colorectal!cancer!are!operated!each!year!in!both!hospitals,!approximately! 99!of!these!patients!(25%)!will!be!classified!as!intermediately!frail!or!frail.!Based!on!previous!trial! experience,!approximately!80%!of!these!patients!will!be!eligible!and!agree!to!participate.!",Yes,Superiority trial (explicited),NA,NA
 NCT02243735,Protocol,added12,"Ferric carboxymaltose infusion versus oral iron supplementation for preoperative iron deficiency anaemia in patients with colorectal cancer (FIT): a multicentre, open-label, randomised, controlled trial","Ferric carboxymaltose infusion versus oral iron supplementation for preoperative iron deficiency anaemia in patients with colorectal cancer (FIT): a multicentre, open-label, randomised, controlled trial - ScienceDirect",NA,Not pilot study,No,No,Abdominal Surgery,Europe,220,NA,NA,No,na,Yes,No,No,5,Mean,NA,NA,Protocol published,No,NA,NA,NA,https://bmcsurg.biomedcentral.com/articles/10.1186/s12893-015-0065-6,2015,CCI non-primary endpoint,No,Yes,No,Yes,No,"The principal analysis will be an intention-to-treat comparison of the proportions of patients with iron deficiency anaemia between the two study groups. The trial is designed as a superiority trial, hypothesizing a greater percentage of patients achieving normalization of Hb-level (called ‘responder’) in favour of infusion of ferric(III)carboxymaltose compared to oral iron suppletion. Our power calculation is based on the study of Seid et al. [24], which compared ferric(III)carboxymaltose with oral ferrous sulphate in a population of post-partum women with an iron deficiency anaemia. The proportion achieving a normalization of Hb after two weeks of treatment was 55 % in the intravenous iron group and 35 % in the oral iron group. We expect that the efficacy of the iron therapy is lower in patients with a colorectal carcinoma. Therefore, the expected percentage of patients who achieve normalization of Hb-level (Hb >7.5 mmol/l (12 g/dl) for women and Hb >8.0 mmol/l (13 g/dl) for men) is 45 % in the intravenous iron group and 25 % in the oral iron group. Based on these proportions, a sample size of 89 patients per group is needed for a Chi square test to achieve 80 % power at a two sided alpha of 0.05. With an estimated loss to follow up of 10 %, a sample size of 198 is calculated. We used nQuery advisor version 7.0 to calculate the sample size.",Yes,Superiority trial (explicited),NA,NA
NCT04070898,Protocol,added2,"Multicentre, prospective, randomised controlled non-inferiority trial of bladder catheter management in short-duration, minimally invasive colon surgery (The Vesicalcath I-Study).","https://journals.lww.com/international-journal-of-surgery/abstract/9900/multicentre,_prospective,_randomised_controlled.2808.aspx",NA,Not pilot study,No,No,Abdominal Surgery,Europe,804,NA,Yes,No,na,Yes,No,No,0,Median,NA,NA,Protocol published,No,NA,NA,NA,10.1111/codi.16593,2023,CCI non-primary endpoint,No,Yes,No,Yes,No,"Following the literature, and assuming an AUR rate of 11% and a margin of non-inferiority (delta) of 8%, a sample size of 416 patients is required (208 patients per group with an estimated 10% of losses per group). To achieve this predetermined sample size and to increase the external validity of the study, a multicentre design will be applied involving Spanish hospitals that perform laparoscopic colorectal surgery.",Yes,Non-inferiority trial (explicited),Yes,"Following the literature, and assuming an AUR rate of 11% and a margin of non-inferiority (delta) of 8%, a sample size of 416 patients is required (208 patients per group with an estimated 10% of losses per group)."
NCT04729712,Protocol,added33,"Postoperative recovery with continuous erector spinae plane block or video-assisted paravertebral block after minimally invasive thoracic surgery: a prospective, randomised controlled trial",NA,NA,Not pilot study,No,No,"ICU,Anesthesiology",Europe,80,NA,NA,No,na,Yes,No,No,2.5,Mean,NA,NA,"No protocol,registry",No,NA,NA,NA,https://clinicaltrials.gov/study/NCT04729712,2021,CCI non-primary endpoint,No,Yes,No,Yes,No,"The primary outcome will be the QoR-15 score at 24 hours post operatively. The established minimum clinically important difference in QoR-15 is 8.0 and the SD of QoR-15 scores is typically between 10-16. [range of QoR score is 1-150]. We have chosen a SD of 12 to reflect our study population. Therefore, assuming Type I error = 0.05 and Type II error = 0.2 (80% power to detect this difference), then n=36 patients will be required in each group. We aim to enroll n=40 each group to allow for loss to follow up, missing data or withdrawal of consent.",No,NA,NA,NA
NCT03807518,Protocol,added4,The effect of a pre-operative and post-operative exercise programme versus standard care on physical fitness of patients with oesophageal and gastric cancer undergoing neoadjuvant treatment prior to surgery (the PERIOP-OG trial): a randomized controlled trial,https://journals.lww.com/international-journal-of-surgery/fulltext/2024/10000/the_effect_of_a_pre_operative_and_post_operative.57.aspx,NA,Not pilot study,No,No,Abdominal Surgery,Europe,71,NA,Yes,No,na,Yes,No,No,2.1,Mean,NA,NA,Protocol published,No,NA,NA,NA,10.1186/s13063-020-04311-4,2020,CCI non-primary endpoint,No,No,Yes,Yes,No,"The sample size calculation was based on results from a recent publication by Minnella et al. [46] who identified a pre-operative increase in 6MWT of 60 m from a baseline score of 450 m, which is an improvement of approximately 13%. Assuming a similar baseline score, a 15% difference can be detected with a p value of 0.05 and power of 80% with a sample of 26 participants with full data in the two groups. With an anticipated 20% drop out, recruitment of 62 participants is anticipated.",Yes,Superiority trial (explicited),NA,NA
